"id" "day" "beep" "obs" "StressEvents" "Valence"
17 5 3 43 0 6
17 5 4 44 0 5
17 5 5 45 1 5
17 5 6 46 2 6
17 5 7 47 1 5
17 5 8 48 1 6
17 5 9 49 0 4
17 5 10 50 3 5
17 6 1 51 2 5
17 6 2 52 0 5
17 6 3 53 3 4
17 6 4 54 0 6
17 6 5 55 1 5
17 6 6 56 0 5
17 6 7 57 0 5
17 6 8 58 0 5
17 6 9 59 1 6
17 6 10 60 1 5
17 7 1 61 1 5
17 7 2 62 0 6
17 7 3 63 2 5
17 7 4 64 1 5
17 7 5 65 1 5
17 7 6 66 0 6
17 7 7 67 0 5
17 7 8 68 0 6
17 7 9 69 1 5
17 7 10 70 0 5
18 1 1 1 0 6
18 1 2 2 2 4
18 1 3 3 0 5
18 1 4 4 0 5
18 1 5 5 0 3
18 1 6 6 1 5
18 1 7 7 0 3
18 1 8 8 0 5
18 1 9 9 0 5
18 1 10 10 1 5
18 2 1 11 1 5
18 2 2 12 1 6
18 2 3 13 2 5
18 2 4 14 2 5
18 2 5 15 1 5
18 2 6 16 1 4
18 2 7 17 1 4
18 2 8 18 0 4
18 2 9 19 0 5
18 2 10 20 1 5
18 3 1 21 0 6
18 3 2 22 1 5
18 3 3 23 0 6
18 3 4 24 0 6
18 3 5 25 0 5
18 3 6 26 2 5
18 3 7 27 0 6
18 3 8 28 1 6
18 3 9 29 0 6
18 3 10 30 0 5
18 4 1 31 1 4
18 4 2 32 1 6
18 4 3 33 2 5
18 4 4 34 0 5
18 4 5 35 4 5
18 4 6 36 0 5
18 4 7 37 1 5
18 4 8 38 1 5
18 4 9 39 1 5
18 4 10 40 0 4
18 5 1 41 3 5
18 5 2 42 1 4
18 5 3 43 2 4
18 5 4 44 0 5
18 5 5 45 1 4
18 5 6 46 0 4
18 5 7 47 2 6
18 5 8 48 0 5
18 5 9 49 0 4
18 5 10 50 1 5
18 6 1 51 1 6
18 6 2 52 0 5
18 6 3 53 1 5
18 6 4 54 1 6
18 6 5 55 2 4
18 6 6 56 0 6
18 6 7 57 0 5
18 6 8 58 4 5
18 6 9 59 0 7
18 6 10 60 1 6
18 7 1 61 2 6
18 7 2 62 0 4
18 7 3 63 1 4
18 7 4 64 0 7
18 7 5 65 0 4
18 7 6 66 0 5
18 7 7 67 0 6
18 7 8 68 0 6
18 7 9 69 0 6
18 7 10 70 0 5
19 1 1 1 0 4
19 1 2 2 0 5
19 1 3 3 0 4
19 1 4 4 0 5
19 1 5 5 0 6
19 1 6 6 0 6
19 1 7 7 0 5
19 1 8 8 0 4
19 1 9 9 0 6
19 1 10 10 0 6
19 2 1 11 0 5
19 2 2 12 0 4
19 2 3 13 0 6
19 2 4 14 0 6
19 2 5 15 0 5
19 2 6 16 1 5
19 2 7 17 0 5
19 2 8 18 0 5
19 2 9 19 0 5
19 2 10 20 0 5
19 3 1 21 0 5
19 3 2 22 0 5
19 3 3 23 0 5
19 3 4 24 0 5
19 3 5 25 0 5
19 3 6 26 1 5
19 3 7 27 0 6
19 3 8 28 0 4
19 3 9 29 2 5
19 3 10 30 2 5
19 4 1 31 0 6
19 4 2 32 0 5
19 4 3 33 0 5
19 4 4 34 0 5
19 4 5 35 0 5
19 4 6 36 0 6
19 4 7 37 0 5
19 4 8 38 0 5
19 4 9 39 0 5
19 4 10 40 0 6
19 5 1 41 0 6
19 5 2 42 1 5
19 5 3 43 0 5
19 5 4 44 1 6
19 5 5 45 0 5
19 5 6 46 0 6
19 5 7 47 0 5
19 5 8 48 0 5
19 5 9 49 0 4
19 5 10 50 1 5
19 6 1 51 0 5
19 6 2 52 0 4
19 6 3 53 0 4
19 6 4 54 0 6
19 6 5 55 0 6
19 6 6 56 0 4
19 6 7 57 0 5
19 6 8 58 1 4
19 6 9 59 0 4
19 6 10 60 0 5
19 7 1 61 0 5
19 7 2 62 0 6
19 7 3 63 0 5
19 7 4 64 0 5
19 7 5 65 0 5
19 7 6 66 1 4
19 7 7 67 0 6
19 7 8 68 0 5
19 7 9 69 1 5
19 7 10 70 0 5
20 1 1 1 0 6
20 1 2 2 0 5
20 1 3 3 1 4
20 1 4 4 1 5
20 1 5 5 2 4
20 1 6 6 1 6
20 1 7 7 0 5
20 1 8 8 2 5
20 1 9 9 0 5
20 1 10 10 0 5
20 2 1 11 1 4
20 2 2 12 1 6
20 2 3 13 0 4
20 2 4 14 1 5
20 2 5 15 1 4
20 2 6 16 1 5
20 2 7 17 0 4
20 2 8 18 2 5
20 2 9 19 1 6
20 2 10 20 0 5
20 3 1 21 2 3
20 3 2 22 1 5
20 3 3 23 2 5
20 3 4 24 1 4
20 3 5 25 1 5
20 3 6 26 1 5
20 3 7 27 1 5
20 3 8 28 0 6
20 3 9 29 1 3
20 3 10 30 0 6
20 4 1 31 1 5
20 4 2 32 0 5
20 4 3 33 1 5
20 4 4 34 2 5
20 4 5 35 0 4
20 4 6 36 1 5
20 4 7 37 1 7
20 4 8 38 0 6
20 4 9 39 0 6
20 4 10 40 0 6
20 5 1 41 1 6
20 5 2 42 4 6
20 5 3 43 1 5
20 5 4 44 1 5
20 5 5 45 0 5
20 5 6 46 0 4
20 5 7 47 2 5
20 5 8 48 1 6
20 5 9 49 1 6
20 5 10 50 1 5
20 6 1 51 1 5
20 6 2 52 1 7
20 6 3 53 1 6
20 6 4 54 0 6
20 6 5 55 0 5
20 6 6 56 2 5
20 6 7 57 3 5
20 6 8 58 1 6
20 6 9 59 1 5
20 6 10 60 1 6
20 7 1 61 1 4
20 7 2 62 0 5
20 7 3 63 2 4
20 7 4 64 1 6
20 7 5 65 1 5
20 7 6 66 0 5
20 7 7 67 0 6
20 7 8 68 0 6
20 7 9 69 0 4
20 7 10 70 0 5
21 1 1 1 1 4
21 1 2 2 0 5
21 1 3 3 1 6
21 1 4 4 0 6
21 1 5 5 1 6
21 1 6 6 0 5
21 1 7 7 0 4
21 1 8 8 2 4
21 1 9 9 1 6
21 1 10 10 0 5
21 2 1 11 0 3
21 2 2 12 1 5
21 2 3 13 0 6
21 2 4 14 0 5
21 2 5 15 2 4
21 2 6 16 1 4
21 2 7 17 1 4
21 2 8 18 1 5
21 2 9 19 1 6
21 2 10 20 0 4
21 3 1 21 0 6
21 3 2 22 0 5
21 3 3 23 1 5
21 3 4 24 1 4
21 3 5 25 0 5
21 3 6 26 0 5
21 3 7 27 1 6
21 3 8 28 0 6
21 3 9 29 0 5
21 3 10 30 0 6
21 4 1 31 0 5
21 4 2 32 0 6
21 4 3 33 0 5
21 4 4 34 0 5
21 4 5 35 1 6
21 4 6 36 0 6
21 4 7 37 0 6
21 4 8 38 1 5
21 4 9 39 0 5
21 4 10 40 0 6
21 5 1 41 0 5
21 5 2 42 0 6
21 5 3 43 0 5
21 5 4 44 1 6
21 5 5 45 0 4
21 5 6 46 0 5
21 5 7 47 1 4
21 5 8 48 2 3
21 5 9 49 0 4
21 5 10 50 0 5
21 6 1 51 0 6
21 6 2 52 0 4
21 6 3 53 1 4
21 6 4 54 0 6
21 6 5 55 1 5
21 6 6 56 0 5
21 6 7 57 0 5
21 6 8 58 0 5
21 6 9 59 1 5
21 6 10 60 0 5
21 7 1 61 0 5
21 7 2 62 0 5
21 7 3 63 0 3
21 7 4 64 2 6
21 7 5 65 1 6
21 7 6 66 0 4
21 7 7 67 0 5
21 7 8 68 1 6
21 7 9 69 1 6
21 7 10 70 0 6
22 1 1 1 0 4
22 1 2 2 0 7
22 1 3 3 1 4
22 1 4 4 0 6
22 1 5 5 1 5
22 1 6 6 1 5
22 1 7 7 1 5
22 1 8 8 1 4
22 1 9 9 0 6
22 1 10 10 1 5
22 2 1 11 1 5
22 2 2 12 1 5
22 2 3 13 0 5
22 2 4 14 1 4
22 2 5 15 1 5
22 2 6 16 0 4
22 2 7 17 0 4
22 2 8 18 0 4
22 2 9 19 0 4
22 2 10 20 1 5
22 3 1 21 1 6
22 3 2 22 1 4
22 3 3 23 0 5
22 3 4 24 0 6
22 3 5 25 0 4
22 3 6 26 1 5
22 3 7 27 1 6
22 3 8 28 0 5
22 3 9 29 1 5
22 3 10 30 3 5
22 4 1 31 1 5
22 4 2 32 1 5
22 4 3 33 1 5
22 4 4 34 0 6
22 4 5 35 0 6
22 4 6 36 0 4
22 4 7 37 0 4
22 4 8 38 0 5
22 4 9 39 1 6
22 4 10 40 1 5
22 5 1 41 0 5
22 5 2 42 0 6
22 5 3 43 1 5
22 5 4 44 1 4
22 5 5 45 0 5
22 5 6 46 0 6
22 5 7 47 2 5
22 5 8 48 1 5
22 5 9 49 0 5
22 5 10 50 0 5
22 6 1 51 1 4
22 6 2 52 1 4
22 6 3 53 0 5
22 6 4 54 1 5
22 6 5 55 0 7
22 6 6 56 0 4
22 6 7 57 0 5
22 6 8 58 2 6
22 6 9 59 1 6
22 6 10 60 2 5
22 7 1 61 1 4
22 7 2 62 1 5
22 7 3 63 0 6
22 7 4 64 0 5
22 7 5 65 1 4
22 7 6 66 1 6
22 7 7 67 2 5
22 7 8 68 1 5
22 7 9 69 0 5
22 7 10 70 1 5
23 1 1 1 2 5
23 1 2 2 1 5
23 1 3 3 1 5
23 1 4 4 1 4
23 1 5 5 0 5
23 1 6 6 3 6
23 1 7 7 0 5
23 1 8 8 0 6
23 1 9 9 3 4
23 1 10 10 0 5
23 2 1 11 4 5
23 2 2 12 3 4
23 2 3 13 3 6
23 2 4 14 2 4
23 2 5 15 0 5
23 2 6 16 3 5
23 2 7 17 1 5
23 2 8 18 1 5
23 2 9 19 4 5
23 2 10 20 3 4
23 3 1 21 2 4
23 3 2 22 0 5
23 3 3 23 2 5
23 3 4 24 2 6
23 3 5 25 4 6
23 3 6 26 2 5
23 3 7 27 0 5
23 3 8 28 4 5
23 3 9 29 1 5
23 3 10 30 2 4
23 4 1 31 1 5
23 4 2 32 3 5
23 4 3 33 1 5
23 4 4 34 2 5
23 4 5 35 0 5
23 4 6 36 3 5
23 4 7 37 1 5
23 4 8 38 2 6
23 4 9 39 1 5
23 4 10 40 3 5
23 5 1 41 0 4
23 5 2 42 1 6
23 5 3 43 4 5
23 5 4 44 4 4
23 5 5 45 1 5
23 5 6 46 5 6
23 5 7 47 0 4
23 5 8 48 3 6
23 5 9 49 1 5
23 5 10 50 0 6
23 6 1 51 0 5
23 6 2 52 3 5
23 6 3 53 1 4
23 6 4 54 0 4
23 6 5 55 2 5
23 6 6 56 0 6
23 6 7 57 1 4
23 6 8 58 0 6
23 6 9 59 1 6
23 6 10 60 1 4
23 7 1 61 2 5
23 7 2 62 2 4
23 7 3 63 1 5
23 7 4 64 1 6
23 7 5 65 3 6
23 7 6 66 0 4
23 7 7 67 4 5
23 7 8 68 0 4
23 7 9 69 2 5
23 7 10 70 3 4
24 1 1 1 2 3
24 1 2 2 0 6
24 1 3 3 4 7
24 1 4 4 0 5
24 1 5 5 1 6
24 1 6 6 2 5
24 1 7 7 1 6
24 1 8 8 2 5
24 1 9 9 0 5
24 1 10 10 2 4
24 2 1 11 1 6
24 2 2 12 0 5
24 2 3 13 1 4
24 2 4 14 0 5
24 2 5 15 1 5
24 2 6 16 1 6
24 2 7 17 1 4
24 2 8 18 0 5
24 2 9 19 1 6
24 2 10 20 0 6
24 3 1 21 1 6
24 3 2 22 0 6
24 3 3 23 0 5
24 3 4 24 4 5
24 3 5 25 3 5
24 3 6 26 1 6
24 3 7 27 2 7
24 3 8 28 1 4
24 3 9 29 0 5
24 3 10 30 1 5
24 4 1 31 1 5
24 4 2 32 2 4
24 4 3 33 3 6
24 4 4 34 2 4
24 4 5 35 4 5
24 4 6 36 1 6
24 4 7 37 5 6
24 4 8 38 1 4
24 4 9 39 0 6
24 4 10 40 1 4
24 5 1 41 2 4
24 5 2 42 1 6
24 5 3 43 3 6
24 5 4 44 1 5
24 5 5 45 0 6
24 5 6 46 2 4
24 5 7 47 2 5
24 5 8 48 2 5
24 5 9 49 1 5
24 5 10 50 2 6
24 6 1 51 3 6
24 6 2 52 0 5
24 6 3 53 1 5
24 6 4 54 2 6
24 6 5 55 1 5
24 6 6 56 1 3
24 6 7 57 2 5
24 6 8 58 0 4
24 6 9 59 0 4
24 6 10 60 1 6
24 7 1 61 2 7
24 7 2 62 1 4
24 7 3 63 1 6
24 7 4 64 1 5
24 7 5 65 2 5
24 7 6 66 1 6
24 7 7 67 1 5
24 7 8 68 2 4
24 7 9 69 1 5
24 7 10 70 1 5
25 1 1 1 0 3
25 1 2 2 1 6
25 1 3 3 1 4
25 1 4 4 0 5
25 1 5 5 1 5
25 1 6 6 2 6
25 1 7 7 2 5
25 1 8 8 2 5
25 1 9 9 4 5
25 1 10 10 1 4
25 2 1 11 2 5
25 2 2 12 2 6
25 2 3 13 0 5
25 2 4 14 1 4
25 2 5 15 0 5
25 2 6 16 1 4
25 2 7 17 1 5
25 2 8 18 0 6
25 2 9 19 2 3
25 2 10 20 2 4
25 3 1 21 3 6
25 3 2 22 1 4
25 3 3 23 0 6
25 3 4 24 1 5
25 3 5 25 1 5
25 3 6 26 3 6
25 3 7 27 1 5
25 3 8 28 1 5
25 3 9 29 1 5
25 3 10 30 1 7
25 4 1 31 0 5
25 4 2 32 2 5
25 4 3 33 2 5
25 4 4 34 0 5
25 4 5 35 0 6
25 4 6 36 1 5
25 4 7 37 2 5
25 4 8 38 0 5
25 4 9 39 0 5
25 4 10 40 1 6
25 5 1 41 1 4
25 5 2 42 1 6
25 5 3 43 1 5
25 5 4 44 2 6
25 5 5 45 0 4
25 5 6 46 0 6
25 5 7 47 0 6
25 5 8 48 1 4
25 5 9 49 2 4
25 5 10 50 0 5
25 6 1 51 3 6
25 6 2 52 2 4
25 6 3 53 1 5
25 6 4 54 1 6
25 6 5 55 0 4
25 6 6 56 2 6
25 6 7 57 0 5
25 6 8 58 1 4
25 6 9 59 2 5
25 6 10 60 1 6
25 7 1 61 1 5
25 7 2 62 0 6
25 7 3 63 0 5
25 7 4 64 1 4
25 7 5 65 1 6
25 7 6 66 0 5
25 7 7 67 2 5
25 7 8 68 5 6
25 7 9 69 2 5
25 7 10 70 1 6
26 1 1 1 4 4
26 1 2 2 4 6
26 1 3 3 5 5
26 1 4 4 1 4
26 1 5 5 2 4
26 1 6 6 1 5
26 1 7 7 1 5
26 1 8 8 0 5
26 1 9 9 3 5
26 1 10 10 1 5
26 2 1 11 2 5
26 2 2 12 0 5
26 2 3 13 4 5
26 2 4 14 2 6
26 2 5 15 2 5
26 2 6 16 0 5
26 2 7 17 1 4
26 2 8 18 0 5
26 2 9 19 2 6
26 2 10 20 2 5
26 3 1 21 2 4
26 3 2 22 1 5
26 3 3 23 2 5
26 3 4 24 3 6
26 3 5 25 3 5
26 3 6 26 2 6
26 3 7 27 0 4
26 3 8 28 0 5
26 3 9 29 1 5
26 3 10 30 0 5
26 4 1 31 0 5
26 4 2 32 1 6
26 4 3 33 0 6
26 4 4 34 1 5
26 4 5 35 1 5
26 4 6 36 2 4
26 4 7 37 1 5
26 4 8 38 0 5
26 4 9 39 2 6
26 4 10 40 2 4
26 5 1 41 3 4
26 5 2 42 2 5
26 5 3 43 0 5
26 5 4 44 0 6
26 5 5 45 2 4
26 5 6 46 1 5
26 5 7 47 2 5
26 5 8 48 0 6
26 5 9 49 0 6
26 5 10 50 3 5
26 6 1 51 2 5
26 6 2 52 1 5
26 6 3 53 0 4
26 6 4 54 5 5
26 6 5 55 0 5
26 6 6 56 1 5
26 6 7 57 0 5
26 6 8 58 0 5
26 6 9 59 4 4
26 6 10 60 3 4
26 7 1 61 1 5
26 7 2 62 1 5
26 7 3 63 1 6
26 7 4 64 2 6
26 7 5 65 3 5
26 7 6 66 2 5
26 7 7 67 4 5
26 7 8 68 2 5
26 7 9 69 0 5
26 7 10 70 4 5
27 1 1 1 0 6
27 1 2 2 1 4
27 1 3 3 0 6
27 1 4 4 0 5
27 1 5 5 0 5
27 1 6 6 0 5
27 1 7 7 0 5
27 1 8 8 2 5
27 1 9 9 0 4
27 1 10 10 1 5
27 2 1 11 0 5
27 2 2 12 0 5
27 2 3 13 2 4
27 2 4 14 1 5
27 2 5 15 1 5
27 2 6 16 0 4
27 2 7 17 0 6
27 2 8 18 1 3
27 2 9 19 2 5
27 2 10 20 0 4
27 3 1 21 2 4
27 3 2 22 1 4
27 3 3 23 0 5
27 3 4 24 0 5
27 3 5 25 0 5
27 3 6 26 1 3
27 3 7 27 0 4
27 3 8 28 1 5
27 3 9 29 0 4
27 3 10 30 1 4
27 4 1 31 0 6
27 4 2 32 1 5
27 4 3 33 1 4
27 4 4 34 0 5
27 4 5 35 0 5
27 4 6 36 0 5
27 4 7 37 1 4
27 4 8 38 0 5
27 4 9 39 0 6
27 4 10 40 0 5
27 5 1 41 0 5
27 5 2 42 0 5
27 5 3 43 0 6
27 5 4 44 0 5
27 5 5 45 1 5
27 5 6 46 2 4
27 5 7 47 0 5
27 5 8 48 0 5
27 5 9 49 0 5
27 5 10 50 0 5
27 6 1 51 0 5
27 6 2 52 0 4
27 6 3 53 0 4
27 6 4 54 0 5
27 6 5 55 1 6
27 6 6 56 0 4
27 6 7 57 0 5
27 6 8 58 1 5
27 6 9 59 0 5
27 6 10 60 1 5
27 7 1 61 0 5
27 7 2 62 0 4
27 7 3 63 0 6
27 7 4 64 0 6
27 7 5 65 1 6
27 7 6 66 2 6
27 7 7 67 0 5
27 7 8 68 2 5
27 7 9 69 0 5
27 7 10 70 0 5
28 1 1 1 0 5
28 1 2 2 1 5
28 1 3 3 0 5
28 1 4 4 0 6
28 1 5 5 0 3
28 1 6 6 0 5
28 1 7 7 0 5
28 1 8 8 0 4
28 1 9 9 1 5
28 1 10 10 0 4
28 2 1 11 0 6
28 2 2 12 0 4
28 2 3 13 0 3
28 2 4 14 0 4
28 2 5 15 0 5
28 2 6 16 0 5
28 2 7 17 1 5
28 2 8 18 0 5
28 2 9 19 0 4
28 2 10 20 1 5
28 3 1 21 1 5
28 3 2 22 0 6
28 3 3 23 0 5
28 3 4 24 1 6
28 3 5 25 0 5
28 3 6 26 0 5
28 3 7 27 0 3
28 3 8 28 2 4
28 3 9 29 0 5
28 3 10 30 0 5
28 4 1 31 0 5
28 4 2 32 0 5
28 4 3 33 0 4
28 4 4 34 0 5
28 4 5 35 0 5
28 4 6 36 0 5
28 4 7 37 0 5
28 4 8 38 1 5
28 4 9 39 0 5
28 4 10 40 0 5
28 5 1 41 0 5
28 5 2 42 0 4
28 5 3 43 0 5
28 5 4 44 1 4
28 5 5 45 0 4
28 5 6 46 1 5
28 5 7 47 1 5
28 5 8 48 0 5
28 5 9 49 0 6
28 5 10 50 0 5
28 6 1 51 0 6
28 6 2 52 0 5
28 6 3 53 0 5
28 6 4 54 0 6
28 6 5 55 1 5
28 6 6 56 0 4
28 6 7 57 2 4
28 6 8 58 0 6
28 6 9 59 0 5
28 6 10 60 0 5
28 7 1 61 0 5
28 7 2 62 2 5
28 7 3 63 0 5
28 7 4 64 0 5
28 7 5 65 1 5
28 7 6 66 0 6
28 7 7 67 0 5
28 7 8 68 0 4
28 7 9 69 1 5
28 7 10 70 0 5
29 1 1 1 0 7
29 1 2 2 0 5
29 1 3 3 0 5
29 1 4 4 0 6
29 1 5 5 1 6
29 1 6 6 0 5
29 1 7 7 0 5
29 1 8 8 0 5
29 1 9 9 1 4
29 1 10 10 1 5
29 2 1 11 0 5
29 2 2 12 0 5
29 2 3 13 0 5
29 2 4 14 0 6
29 2 5 15 1 5
29 2 6 16 0 5
29 2 7 17 0 5
29 2 8 18 1 4
29 2 9 19 0 5
29 2 10 20 1 6
29 3 1 21 0 5
29 3 2 22 0 6
29 3 3 23 0 5
29 3 4 24 0 3
29 3 5 25 0 4
29 3 6 26 1 5
29 3 7 27 1 6
29 3 8 28 1 5
29 3 9 29 1 5
29 3 10 30 0 4
29 4 1 31 2 4
29 4 2 32 0 4
29 4 3 33 0 6
29 4 4 34 0 6
29 4 5 35 0 5
29 4 6 36 1 6
29 4 7 37 0 5
29 4 8 38 0 6
29 4 9 39 0 5
29 4 10 40 1 4
29 5 1 41 0 4
29 5 2 42 0 5
29 5 3 43 0 5
29 5 4 44 0 5
29 5 5 45 1 4
29 5 6 46 0 4
29 5 7 47 2 5
29 5 8 48 1 5
29 5 9 49 0 5
29 5 10 50 0 4
29 6 1 51 1 4
29 6 2 52 0 5
29 6 3 53 0 4
29 6 4 54 0 4
29 6 5 55 1 6
29 6 6 56 0 6
29 6 7 57 2 4
29 6 8 58 0 5
29 6 9 59 0 4
29 6 10 60 2 5
29 7 1 61 0 5
29 7 2 62 0 4
29 7 3 63 0 4
29 7 4 64 2 4
29 7 5 65 1 5
29 7 6 66 0 5
29 7 7 67 1 5
29 7 8 68 1 4
29 7 9 69 1 4
29 7 10 70 1 5
30 1 1 1 0 5
30 1 2 2 0 5
30 1 3 3 3 6
30 1 4 4 2 4
30 1 5 5 1 6
30 1 6 6 0 5
30 1 7 7 0 5
30 1 8 8 1 5
30 1 9 9 0 5
30 1 10 10 1 5
30 2 1 11 1 4
30 2 2 12 0 5
30 2 3 13 1 3
30 2 4 14 0 5
30 2 5 15 0 5
30 2 6 16 0 5
30 2 7 17 0 5
30 2 8 18 0 5
30 2 9 19 1 5
30 2 10 20 0 5
30 3 1 21 0 4
30 3 2 22 1 5
30 3 3 23 0 6
30 3 4 24 0 5
30 3 5 25 1 5
30 3 6 26 0 5
30 3 7 27 0 5
30 3 8 28 0 5
30 3 9 29 1 5
30 3 10 30 1 5
30 4 1 31 0 5
30 4 2 32 0 5
30 4 3 33 1 5
30 4 4 34 0 5
30 4 5 35 1 4
30 4 6 36 1 6
30 4 7 37 0 7
30 4 8 38 0 6
30 4 9 39 0 5
30 4 10 40 0 4
30 5 1 41 0 5
30 5 2 42 0 6
30 5 3 43 0 6
30 5 4 44 2 4
30 5 5 45 0 4
30 5 6 46 1 5
30 5 7 47 1 5
30 5 8 48 1 6
30 5 9 49 0 6
30 5 10 50 0 4
30 6 1 51 0 4
30 6 2 52 0 4
30 6 3 53 2 5
30 6 4 54 0 6
30 6 5 55 1 5
30 6 6 56 2 4
30 6 7 57 0 6
30 6 8 58 0 5
30 6 9 59 0 6
30 6 10 60 1 5
30 7 1 61 0 6
30 7 2 62 1 5
30 7 3 63 0 5
30 7 4 64 1 4
30 7 5 65 0 5
30 7 6 66 0 5
30 7 7 67 0 5
30 7 8 68 0 5
30 7 9 69 1 5
30 7 10 70 0 5
31 1 1 1 0 5
31 1 2 2 1 5
31 1 3 3 0 4
31 1 4 4 1 6
31 1 5 5 0 5
31 1 6 6 0 5
31 1 7 7 0 4
31 1 8 8 0 5
31 1 9 9 0 4
31 1 10 10 0 4
31 2 1 11 1 4
31 2 2 12 0 6
31 2 3 13 0 5
31 2 4 14 0 4
31 2 5 15 0 6
31 2 6 16 0 5
31 2 7 17 0 6
31 2 8 18 1 5
31 2 9 19 0 5
31 2 10 20 0 5
31 3 1 21 0 5
31 3 2 22 0 6
31 3 3 23 0 6
31 3 4 24 0 5
31 3 5 25 0 4
31 3 6 26 1 5
31 3 7 27 0 7
31 3 8 28 0 5
31 3 9 29 0 6
31 3 10 30 0 5
31 4 1 31 1 5
31 4 2 32 0 5
31 4 3 33 1 5
31 4 4 34 0 6
31 4 5 35 0 5
31 4 6 36 0 5
31 4 7 37 0 6
31 4 8 38 0 6
31 4 9 39 0 6
31 4 10 40 0 4
31 5 1 41 0 4
31 5 2 42 2 4
31 5 3 43 0 3
31 5 4 44 0 6
31 5 5 45 0 5
31 5 6 46 0 5
31 5 7 47 0 6
31 5 8 48 0 5
31 5 9 49 1 5
31 5 10 50 0 5
31 6 1 51 0 5
31 6 2 52 0 4
31 6 3 53 0 6
31 6 4 54 0 5
31 6 5 55 0 5
31 6 6 56 0 4
31 6 7 57 2 5
31 6 8 58 0 6
31 6 9 59 0 6
31 6 10 60 0 6
31 7 1 61 1 5
31 7 2 62 0 5
31 7 3 63 0 5
31 7 4 64 0 5
31 7 5 65 0 5
31 7 6 66 1 5
31 7 7 67 0 4
31 7 8 68 1 4
31 7 9 69 0 5
31 7 10 70 0 5
32 1 1 1 1 3
32 1 2 2 2 4
32 1 3 3 0 5
32 1 4 4 0 6
32 1 5 5 1 4
32 1 6 6 1 4
32 1 7 7 0 4
32 1 8 8 1 5
32 1 9 9 0 5
32 1 10 10 0 5
32 2 1 11 0 4
32 2 2 12 1 5
32 2 3 13 0 5
32 2 4 14 0 5
32 2 5 15 0 6
32 2 6 16 1 5
32 2 7 17 0 5
32 2 8 18 0 5
32 2 9 19 0 4
32 2 10 20 0 5
32 3 1 21 2 4
32 3 2 22 0 7
32 3 3 23 0 5
32 3 4 24 1 5
32 3 5 25 0 5
32 3 6 26 1 6
32 3 7 27 0 5
32 3 8 28 0 5
32 3 9 29 0 4
32 3 10 30 2 4
32 4 1 31 1 4
32 4 2 32 0 6
32 4 3 33 0 5
32 4 4 34 0 4
32 4 5 35 0 6
32 4 6 36 2 6
32 4 7 37 0 5
32 4 8 38 0 5
32 4 9 39 0 5
32 4 10 40 0 5
32 5 1 41 0 5
32 5 2 42 0 6
32 5 3 43 0 5
32 5 4 44 0 5
32 5 5 45 0 5
32 5 6 46 0 5
32 5 7 47 0 5
32 5 8 48 0 5
32 5 9 49 2 5
32 5 10 50 0 4
32 6 1 51 0 5
32 6 2 52 0 5
32 6 3 53 0 4
32 6 4 54 1 5
32 6 5 55 0 5
32 6 6 56 0 5
32 6 7 57 1 5
32 6 8 58 0 6
32 6 9 59 0 6
32 6 10 60 0 5
32 7 1 61 0 4
32 7 2 62 0 5
32 7 3 63 0 6
32 7 4 64 0 5
32 7 5 65 0 4
32 7 6 66 0 5
32 7 7 67 1 5
32 7 8 68 0 5
32 7 9 69 0 5
32 7 10 70 1 6
33 1 1 1 0 6
33 1 2 2 1 5
33 1 3 3 0 5
33 1 4 4 0 4
33 1 5 5 1 4
33 1 6 6 0 6
33 1 7 7 0 6
33 1 8 8 0 5
33 1 9 9 1 5
33 1 10 10 0 4
33 2 1 11 0 6
33 2 2 12 0 5
33 2 3 13 0 5
33 2 4 14 0 6
33 2 5 15 0 4
33 2 6 16 1 6
33 2 7 17 0 6
33 2 8 18 0 5
33 2 9 19 0 6
33 2 10 20 0 5
33 3 1 21 1 5
33 3 2 22 0 5
33 3 3 23 0 5
33 3 4 24 0 5
33 3 5 25 0 6
33 3 6 26 0 5
33 3 7 27 0 5
33 3 8 28 0 6
33 3 9 29 1 4
33 3 10 30 0 6
33 4 1 31 0 6
33 4 2 32 0 5
33 4 3 33 0 5
33 4 4 34 1 5
33 4 5 35 0 5
33 4 6 36 1 5
33 4 7 37 0 5
33 4 8 38 1 5
33 4 9 39 1 6
33 4 10 40 0 5
33 5 1 41 0 6
33 5 2 42 0 6
33 5 3 43 1 5
33 5 4 44 0 6
33 5 5 45 1 4
33 5 6 46 0 5
33 5 7 47 0 6
33 5 8 48 0 4
33 5 9 49 0 5
33 5 10 50 0 4
33 6 1 51 0 5
33 6 2 52 0 5
33 6 3 53 0 5
33 6 4 54 0 4
33 6 5 55 1 5
33 6 6 56 0 5
33 6 7 57 1 5
33 6 8 58 1 5
33 6 9 59 0 6
33 6 10 60 0 6
33 7 1 61 0 3
33 7 2 62 0 6
33 7 3 63 0 4
33 7 4 64 0 5
33 7 5 65 0 4
33 7 6 66 0 5
33 7 7 67 0 6
33 7 8 68 0 5
33 7 9 69 0 5
33 7 10 70 0 4
34 1 1 1 1 5
34 1 2 2 1 5
34 1 3 3 2 6
34 1 4 4 1 4
34 1 5 5 1 6
34 1 6 6 0 4
34 1 7 7 0 6
34 1 8 8 0 4
34 1 9 9 0 6
34 1 10 10 0 5
34 2 1 11 3 4
34 2 2 12 0 6
34 2 3 13 0 5
34 2 4 14 0 6
34 2 5 15 0 5
34 2 6 16 0 6
