"Beep" "Day" "subjno" "Beepno" "PA" "NA." "PA_lag" "NA._lag"
8 1 57 8 6.40599427486477 2.6695182848214 6.56367343425659 2.39314418944283
9 1 57 9 6.23589242286813 2.91527590301452 6.40599427486477 2.6695182848214
10 1 57 10 6.48640530382708 3.48816886700635 6.23589242286813 2.91527590301452
1 2 57 11 5.88114651979721 4.03351602675151 NA NA
2 2 57 12 7.84697182781344 1.89851047490614 5.88114651979721 4.03351602675151
3 2 57 13 6.64167653599462 3.13041528886884 7.84697182781344 1.89851047490614
4 2 57 14 5.48469502532129 2.28659909324787 6.64167653599462 3.13041528886884
5 2 57 15 6.79403962098266 2.52747603502975 5.48469502532129 2.28659909324787
6 2 57 16 5.42821787801825 1.40871880936735 6.79403962098266 2.52747603502975
7 2 57 17 6.20779740775143 2.98387592712347 5.42821787801825 1.40871880936735
8 2 57 18 5.62141710815594 1.91635315619951 6.20779740775143 2.98387592712347
9 2 57 19 5.37506030228703 2.48080342711275 5.62141710815594 1.91635315619951
10 2 57 20 6.83082685945896 1.45712825534908 5.37506030228703 2.48080342711275
1 3 57 21 5.417549846834 2.50784076429734 NA NA
2 3 57 22 5.51273964194011 2.85575658910636 5.417549846834 2.50784076429734
3 3 57 23 6.52519301094285 2.22859560688357 5.51273964194011 2.85575658910636
4 3 57 24 8.08750099252421 2.23907176967838 6.52519301094285 2.22859560688357
5 3 57 25 7.18518372727598 2.1606195753733 8.08750099252421 2.23907176967838
6 3 57 26 6.55407123544834 3.82560355007984 7.18518372727598 2.1606195753733
7 3 57 27 7.40666082667697 2.56192443814489 6.55407123544834 3.82560355007984
8 3 57 28 6.98688125192682 2.3876373894351 7.40666082667697 2.56192443814489
9 3 57 29 7.09735897027283 2.58736486855202 6.98688125192682 2.3876373894351
10 3 57 30 6.0352618349702 2.71012206508771 7.09735897027283 2.58736486855202
1 4 57 31 4.61422947093065 3.6280510848351 NA NA
2 4 57 32 7.48082190770968 2.77860452887366 4.61422947093065 3.6280510848351
3 4 57 33 6.83173814258391 1.79843220391225 7.48082190770968 2.77860452887366
4 4 57 34 5.4565413638431 1.79444506364631 6.83173814258391 1.79843220391225
5 4 57 35 4.9271796018173 3.37535561629629 5.4565413638431 1.79444506364631
6 4 57 36 4.77367837358003 3.90171389391495 4.9271796018173 3.37535561629629
7 4 57 37 9.06363941584734 3.90045510273159 4.77367837358003 3.90171389391495
8 4 57 38 8.12818688074617 2.61229580892498 9.06363941584734 3.90045510273159
9 4 57 39 5.35382570670076 3.04213639171185 8.12818688074617 2.61229580892498
10 4 57 40 8.12366463216386 1.75335475042144 5.35382570670076 3.04213639171185
1 5 57 41 5.7499645870391 1.9963934102932 NA NA
2 5 57 42 6.12344591236385 1.89008530726463 5.7499645870391 1.9963934102932
3 5 57 43 6.16702017043949 1.29144453409898 6.12344591236385 1.89008530726463
4 5 57 44 3.98899987062117 1.38217629981297 6.16702017043949 1.29144453409898
5 5 57 45 5.49093543337618 2.81814375627379 3.98899987062117 1.38217629981297
6 5 57 46 6.36506141430622 2.51142653565116 5.49093543337618 2.81814375627379
7 5 57 47 7.51396030331107 1.59322506889918 6.36506141430622 2.51142653565116
8 5 57 48 7.21990679180694 2.61012098276387 7.51396030331107 1.59322506889918
9 5 57 49 6.815153015218 3.40212313444596 7.21990679180694 2.61012098276387
10 5 57 50 8.74081848047415 2.49753511833401 6.815153015218 3.40212313444596
1 6 57 51 5.57383772160404 1.29494095455069 NA NA
2 6 57 52 6.87906609282007 2.76312515809931 5.57383772160404 1.29494095455069
3 6 57 53 5.73261604702794 2.50913394120681 6.87906609282007 2.76312515809931
4 6 57 54 6.82718799096352 2.88475769519985 5.73261604702794 2.50913394120681
5 6 57 55 6.6793140175011 2.50080420068417 6.82718799096352 2.88475769519985
6 6 57 56 7.9526592435865 2.69631493168757 6.6793140175011 2.50080420068417
7 6 57 57 6.80578852689203 2.53749724888215 7.9526592435865 2.69631493168757
8 6 57 58 6.65319072664597 2.29010719418052 6.80578852689203 2.53749724888215
9 6 57 59 6.08903813774835 2.3332387213769 6.65319072664597 2.29010719418052
10 6 57 60 5.76333326381202 2.22782711409152 6.08903813774835 2.3332387213769
1 1 58 1 4.30096580938564 3.27368601237866 NA NA
2 1 58 2 3.80379481584007 4.42760900980519 4.30096580938564 3.27368601237866
3 1 58 3 4.77913356143786 4.29358143308527 3.80379481584007 4.42760900980519
4 1 58 4 5.22468241680599 4.12880135829079 4.77913356143786 4.29358143308527
5 1 58 5 4.52179898103541 3.20229638034254 5.22468241680599 4.12880135829079
6 1 58 6 3.34284764216011 2.66962640184654 4.52179898103541 3.20229638034254
7 1 58 7 5.10485186003031 1.93426359767711 3.34284764216011 2.66962640184654
8 1 58 8 5.30576695358234 1.03131688330464 5.10485186003031 1.93426359767711
9 1 58 9 3.09456293432086 2.29090474594357 5.30576695358234 1.03131688330464
10 1 58 10 3.25237127774953 3.15397889120507 3.09456293432086 2.29090474594357
1 2 58 11 2.13440747874035 1.25927188408953 NA NA
2 2 58 12 2.12603928254706 2.22253609960748 2.13440747874035 1.25927188408953
3 2 58 13 2.03124571259653 3.06035232083781 2.12603928254706 2.22253609960748
4 2 58 14 2.99834897362907 3.53866705727843 2.03124571259653 3.06035232083781
5 2 58 15 1.02197240737177 4.57449554081908 2.99834897362907 3.53866705727843
6 2 58 16 4.21290059439132 4.16682773463797 1.02197240737177 4.57449554081908
7 2 58 17 4.01924552839994 3.36148055678932 4.21290059439132 4.16682773463797
8 2 58 18 3.7240370697311 2.69730217104593 4.01924552839994 3.36148055678932
9 2 58 19 4.67562782664608 2.39258248454327 3.7240370697311 2.69730217104593
10 2 58 20 4.23485111715767 3.43852648952456 4.67562782664608 2.39258248454327
1 3 58 21 3.7473241551742 2.95451750997705 NA NA
2 3 58 22 4.13785337461572 2.20604694778341 3.7473241551742 2.95451750997705
3 3 58 23 5.26041358146634 3.6236267357829 4.13785337461572 2.20604694778341
4 3 58 24 4.44003873583118 4.30944472943113 5.26041358146634 3.6236267357829
5 3 58 25 6.09783180655958 3.49269613138794 4.44003873583118 4.30944472943113
6 3 58 26 6.46162396371357 3.63357724842198 6.09783180655958 3.49269613138794
7 3 58 27 6.05863002910796 3.29683772589071 6.46162396371357 3.63357724842198
8 3 58 28 6.38044961903481 2.75581511181754 6.05863002910796 3.29683772589071
9 3 58 29 5.68875319749736 2.23890435394396 6.38044961903481 2.75581511181754
10 3 58 30 4.07797243021795 3.05266334247581 5.68875319749736 2.23890435394396
1 4 58 31 3.54855160370133 3.68101548000373 NA NA
2 4 58 32 3.18115581362887 2.26535314044287 3.54855160370133 3.68101548000373
3 4 58 33 3.14133718601799 2.58612218451021 3.18115581362887 2.26535314044287
4 4 58 34 2.72679454640511 3.90353273317072 3.14133718601799 2.58612218451021
5 4 58 35 3.26867947916697 2.80677395179752 2.72679454640511 3.90353273317072
6 4 58 36 4.64367487832895 2.11818122806368 3.26867947916697 2.80677395179752
7 4 58 37 4.50795287230149 2.85608844490743 4.64367487832895 2.11818122806368
8 4 58 38 3.64381606374188 2.58270798762366 4.50795287230149 2.85608844490743
9 4 58 39 4.79516181300507 2.14086213514383 3.64381606374188 2.58270798762366
10 4 58 40 3.92896525441337 3.08591290120573 4.79516181300507 2.14086213514383
1 5 58 41 2.6789974919517 3.24843776598596 NA NA
2 5 58 42 4.19157135764295 4.4997951446573 2.6789974919517 3.24843776598596
3 5 58 43 3.51472515047054 3.2724825189571 4.19157135764295 4.4997951446573
4 5 58 44 4.57551516627545 3.74012865423475 3.51472515047054 3.2724825189571
5 5 58 45 5.17472185952229 2.87221860683046 4.57551516627545 3.74012865423475
6 5 58 46 2.76721599118006 1.20839305983182 5.17472185952229 2.87221860683046
7 5 58 47 1.72365743388363 2.8362363472288 2.76721599118006 1.20839305983182
8 5 58 48 2.87898122301087 3.41562753518173 1.72365743388363 2.8362363472288
9 5 58 49 3.3492765736796 2.29205726299064 2.87898122301087 3.41562753518173
10 5 58 50 7.23826205435255 3.64546592883914 3.3492765736796 2.29205726299064
1 6 58 51 7.25184970210248 4.01344788260722 NA NA
2 6 58 52 5.65726389360422 2.21685442792747 7.25184970210248 4.01344788260722
3 6 58 53 6.12124184663806 2.68020822136722 5.65726389360422 2.21685442792747
4 6 58 54 6.40514837812415 2.79188629390104 6.12124184663806 2.68020822136722
5 6 58 55 4.31059089216465 2.43567823747917 6.40514837812415 2.79188629390104
6 6 58 56 3.35338984723361 2.50267781570767 4.31059089216465 2.43567823747917
7 6 58 57 3.08813921427063 3.05090218172011 3.35338984723361 2.50267781570767
8 6 58 58 3.74745176331407 2.85032696971674 3.08813921427063 3.05090218172011
9 6 58 59 5.87798818373522 2.85035351997311 3.74745176331407 2.85032696971674
10 6 58 60 6.25112168513413 2.67507211723485 5.87798818373522 2.85035351997311
1 1 59 1 5.60807167684937 -0.665159647923715 NA NA
2 1 59 2 4.60080561864599 -1.2711775719472 5.60807167684937 -0.665159647923715
3 1 59 3 5.74995507151886 -2.2746271494687 4.60080561864599 -1.2711775719472
4 1 59 4 2.54172384446504 -0.461698788291495 5.74995507151886 -2.2746271494687
5 1 59 5 4.11145291439553 0.315955940277389 2.54172384446504 -0.461698788291495
6 1 59 6 3.29830925363491 0.526536260620392 4.11145291439553 0.315955940277389
7 1 59 7 3.63875315459321 0.947266723559575 3.29830925363491 0.526536260620392
8 1 59 8 4.23135519061151 -0.330376942237598 3.63875315459321 0.947266723559575
9 1 59 9 5.45032038368641 -0.0963355735570972 4.23135519061151 -0.330376942237598
10 1 59 10 5.16029310765824 -0.265703736790953 5.45032038368641 -0.0963355735570972
1 2 59 11 6.49988707593576 0.258336004791758 NA NA
2 2 59 12 5.78898719574273 -0.156255901727355 6.49988707593576 0.258336004791758
3 2 59 13 5.76251765118021 -1.73767793920191 5.78898719574273 -0.156255901727355
4 2 59 14 4.88694584720484 -0.511737854987333 5.76251765118021 -1.73767793920191
5 2 59 15 5.67158308125705 -0.909373095447882 4.88694584720484 -0.511737854987333
6 2 59 16 6.3697409036268 -0.184084809550485 5.67158308125705 -0.909373095447882
7 2 59 17 4.12657902228295 -0.735367261216514 6.3697409036268 -0.184084809550485
8 2 59 18 5.15156779530474 -0.171947160856914 4.12657902228295 -0.735367261216514
9 2 59 19 6.14476960763198 -1.4015671951592 5.15156779530474 -0.171947160856914
10 2 59 20 6.71733115133202 -0.606153144180294 6.14476960763198 -1.4015671951592
1 3 59 21 5.84175267921625 -1.49065615412195 NA NA
2 3 59 22 6.91205695367584 -2.09113915121758 5.84175267921625 -1.49065615412195
3 3 59 23 4.64896659685289 -2.56992232060078 6.91205695367584 -2.09113915121758
4 3 59 24 4.08257431478505 -0.585029259453827 4.64896659685289 -2.56992232060078
5 3 59 25 4.72749327296312 0.112994117005983 4.08257431478505 -0.585029259453827
6 3 59 26 4.4732623234429 -0.404973385707904 4.72749327296312 0.112994117005983
7 3 59 27 5.46684343626508 -1.73206358325589 4.4732623234429 -0.404973385707904
8 3 59 28 3.03276465534311 -1.11823338396747 5.46684343626508 -1.73206358325589
9 3 59 29 3.25154628011661 -0.802757107368909 3.03276465534311 -1.11823338396747
10 3 59 30 2.66601960273823 0.90621304683352 3.25154628011661 -0.802757107368909
1 4 59 31 3.59407176148082 0.651530631723426 NA NA
2 4 59 32 4.96181320383664 0.320653958440355 3.59407176148082 0.651530631723426
3 4 59 33 4.32319179749322 0.966004639893526 4.96181320383664 0.320653958440355
4 4 59 34 5.51322150414971 -0.571914182435524 4.32319179749322 0.966004639893526
5 4 59 35 6.55129920969294 -1.08539936536315 5.51322150414971 -0.571914182435524
6 4 59 36 5.70144611246157 -2.39370760204953 6.55129920969294 -1.08539936536315
7 4 59 37 5.12103496226951 -1.70818620668767 5.70144611246157 -2.39370760204953
8 4 59 38 3.92800147137234 -2.2186453195065 5.12103496226951 -1.70818620668767
9 4 59 39 4.21446087678107 -1.1190336385115 3.92800147137234 -2.2186453195065
10 4 59 40 4.31679150653034 -0.0424245865511921 4.21446087678107 -1.1190336385115
1 5 59 41 5.55375760602746 1.08701113757176 NA NA
2 5 59 42 6.05350538680389 -0.264646210923233 5.55375760602746 1.08701113757176
3 5 59 43 6.37224051912721 -0.766264278034023 6.05350538680389 -0.264646210923233
4 5 59 44 6.49080545299792 -1.71378444180276 6.37224051912721 -0.766264278034023
5 5 59 45 5.01894278224342 -2.85572755573968 6.49080545299792 -1.71378444180276
6 5 59 46 5.2562149770191 -2.4339991193228 5.01894278224342 -2.85572755573968
7 5 59 47 4.92660202310844 -0.709866344653152 5.2562149770191 -2.4339991193228
8 5 59 48 5.91441292702126 -0.997565188843066 4.92660202310844 -0.709866344653152
9 5 59 49 6.48032563628996 -1.65721246516535 5.91441292702126 -0.997565188843066
10 5 59 50 5.49260821068682 -2.72055791964407 6.48032563628996 -1.65721246516535
1 6 59 51 5.49888125898829 -1.66556231493519 NA NA
2 6 59 52 6.71883029476105 -2.26219233700603 5.49888125898829 -1.66556231493519
3 6 59 53 4.90913866311461 -2.30205176534557 6.71883029476105 -2.26219233700603
4 6 59 54 3.33544200117567 -1.55686594919657 4.90913866311461 -2.30205176534557
5 6 59 55 4.06591335048099 -1.17421113960811 3.33544200117567 -1.55686594919657
6 6 59 56 5.91437132439503 -0.203092582794475 4.06591335048099 -1.17421113960811
7 6 59 57 7.6540588157108 -1.0368706221179 5.91437132439503 -0.203092582794475
8 6 59 58 8.13106936099794 -1.96025661851474 7.6540588157108 -1.0368706221179
9 6 59 59 4.40168728278393 -2.98647606182873 8.13106936099794 -1.96025661851474
10 6 59 60 2.40571122746408 -0.922697374437019 4.40168728278393 -2.98647606182873
1 1 60 1 7.51712286246211 6.36961529134139 NA NA
2 1 60 2 8.12054134715629 8.35804768436131 7.51712286246211 6.36961529134139
3 1 60 3 7.9614553192475 5.99560884496136 8.12054134715629 8.35804768436131
4 1 60 4 8.27881845474777 6.88297027156204 7.9614553192475 5.99560884496136
5 1 60 5 8.5809035823457 8.25908144743331 8.27881845474777 6.88297027156204
6 1 60 6 8.38038543999364 8.53604566669148 8.5809035823457 8.25908144743331
7 1 60 7 9.30593142297181 6.97406900183592 8.38038543999364 8.53604566669148
8 1 60 8 7.16589361368192 7.90364280629165 9.30593142297181 6.97406900183592
9 1 60 9 7.00074383263597 8.2133480970684 7.16589361368192 7.90364280629165
10 1 60 10 6.0605644890077 7.50027786037351 7.00074383263597 8.2133480970684
1 2 60 11 5.66480830542267 6.23990907481651 NA NA
2 2 60 12 6.91359126670407 4.72805090933024 5.66480830542267 6.23990907481651
3 2 60 13 6.38831102329843 6.89592667264898 6.91359126670407 4.72805090933024
4 2 60 14 6.95510043792954 5.96944939518727 6.38831102329843 6.89592667264898
5 2 60 15 8.76371876190028 6.74697040312804 6.95510043792954 5.96944939518727
6 2 60 16 7.21124644549001 7.8747968381346 8.76371876190028 6.74697040312804
7 2 60 17 8.17028704613154 8.20973727541879 7.21124644549001 7.8747968381346
8 2 60 18 6.12730760522201 8.51944382211734 8.17028704613154 8.20973727541879
9 2 60 19 6.43101873601892 6.84063020649591 6.12730760522201 8.51944382211734
10 2 60 20 7.21929152328994 6.14251605464945 6.43101873601892 6.84063020649591
1 3 60 21 6.39014382793103 5.74476873264607 NA NA
2 3 60 22 7.29526198894629 7.11596178747129 6.39014382793103 5.74476873264607
3 3 60 23 5.63330367848069 6.74221528037932 7.29526198894629 7.11596178747129
4 3 60 24 5.56770156228484 5.54013210924822 5.63330367848069 6.74221528037932
5 3 60 25 4.61657087694172 4.53825077675829 5.56770156228484 5.54013210924822
6 3 60 26 8.08888560932304 3.96440403412057 4.61657087694172 4.53825077675829
7 3 60 27 6.6573473964563 4.06817940122673 8.08888560932304 3.96440403412057
8 3 60 28 6.77075446043443 5.5177106366678 6.6573473964563 4.06817940122673
9 3 60 29 7.75044830206434 6.78580472466497 6.77075446043443 5.5177106366678
10 3 60 30 7.5707058673518 5.92690578427903 7.75044830206434 6.78580472466497
1 4 60 31 8.73575891649737 6.50438974950186 NA NA
2 4 60 32 6.82362652753995 8.36202172877728 8.73575891649737 6.50438974950186
3 4 60 33 8.08602233971344 6.47525051337043 6.82362652753995 8.36202172877728
4 4 60 34 7.7808476832413 8.1334051788572 8.08602233971344 6.47525051337043
5 4 60 35 5.94271309276529 7.96510295696963 7.7808476832413 8.1334051788572
6 4 60 36 7.27189384930984 7.20491669700441 5.94271309276529 7.96510295696963
7 4 60 37 8.69326745699445 7.53008180077805 7.27189384930984 7.20491669700441
8 4 60 38 9.48549217849066 8.04870777882297 8.69326745699445 7.53008180077805
9 4 60 39 8.84670391053027 8.36887833153526 9.48549217849066 8.04870777882297
10 4 60 40 8.1404467863235 6.9465267360218 8.84670391053027 8.36887833153526
1 5 60 41 7.80306362199357 6.92200615173054 NA NA
2 5 60 42 8.19290662273255 6.07308291865476 7.80306362199357 6.92200615173054
3 5 60 43 7.17064170825523 5.39198688974072 8.19290662273255 6.07308291865476
4 5 60 44 7.76356628989501 5.70687162029717 7.17064170825523 5.39198688974072
5 5 60 45 8.88459219820278 6.51375783107806 7.76356628989501 5.70687162029717
6 5 60 46 7.66135063494113 7.73129460843106 8.88459219820278 6.51375783107806
7 5 60 47 5.69897542353451 8.16429434704059 7.66135063494113 7.73129460843106
8 5 60 48 6.24456417056763 7.34522997879543 5.69897542353451 8.16429434704059
9 5 60 49 8.5136730658643 7.14013442265303 6.24456417056763 7.34522997879543
10 5 60 50 9.76889776265938 6.82468706313251 8.5136730658643 7.14013442265303
1 6 60 51 8.93282783699764 7.95877295970125 NA NA
2 6 60 52 8.37377886176988 7.64175646676638 8.93282783699764 7.95877295970125
3 6 60 53 7.49914348677754 8.88170233600437 8.37377886176988 7.64175646676638
4 6 60 54 6.18278960405787 8.14946887293317 7.49914348677754 8.88170233600437
5 6 60 55 6.90630731980959 6.79115313497113 6.18278960405787 8.14946887293317
6 6 60 56 6.11641279651923 6.32904975438557 6.90630731980959 6.79115313497113
7 6 60 57 6.86454638133249 5.80180110381209 6.11641279651923 6.32904975438557
8 6 60 58 7.21464454290119 6.78895566799269 6.86454638133249 5.80180110381209
9 6 60 59 7.58308415400993 6.38692086804487 7.21464454290119 6.78895566799269
10 6 60 60 7.59604563420367 8.43521643976507 7.58308415400993 6.38692086804487
1 1 61 1 4.80162686042266 8.30930547846849 NA NA
2 1 61 2 5.12182994405551 8.28928610614759 4.80162686042266 8.30930547846849
3 1 61 3 5.10687975629505 8.79469348762906 5.12182994405551 8.28928610614759
4 1 61 4 4.96662752496975 9.00430542835064 5.10687975629505 8.79469348762906
5 1 61 5 5.9767675717655 8.5063671761681 4.96662752496975 9.00430542835064
6 1 61 6 6.66392120985342 7.95155866133601 5.9767675717655 8.5063671761681
7 1 61 7 6.06554365264848 8.08011440921243 6.66392120985342 7.95155866133601
8 1 61 8 4.84622340099509 6.89887797238406 6.06554365264848 8.08011440921243
9 1 61 9 5.44285522749279 6.10243190093769 4.84622340099509 6.89887797238406
10 1 61 10 4.78136039648702 6.91868282124188 5.44285522749279 6.10243190093769
1 2 61 11 6.51310675454159 7.25785765499983 NA NA
2 2 61 12 6.73119262846966 6.44135701565 6.51310675454159 7.25785765499983
3 2 61 13 6.33058222230965 6.45436448637203 6.73119262846966 6.44135701565
4 2 61 14 3.85308401851021 6.41654060576901 6.33058222230965 6.45436448637203
5 2 61 15 5.10994559805944 7.14556146041939 3.85308401851021 6.41654060576901
6 2 61 16 6.96545688574297 7.82109003780978 5.10994559805944 7.14556146041939
7 2 61 17 6.55153747677084 7.8242415034091 6.96545688574297 7.82109003780978
8 2 61 18 6.12239034252141 9.51294130812199 6.55153747677084 7.8242415034091
9 2 61 19 5.10943916855137 8.8306280114857 6.12239034252141 9.51294130812199
10 2 61 20 4.57540217867261 9.45224178643714 5.10943916855137 8.8306280114857
1 3 61 21 5.23357353499813 8.44296250057468 NA NA
2 3 61 22 5.39950836820417 9.56779091930714 5.23357353499813 8.44296250057468
3 3 61 23 5.99575676880194 10.4773568392932 5.39950836820417 9.56779091930714
4 3 61 24 6.13141716319815 10.0215477321125 5.99575676880194 10.4773568392932
5 3 61 25 6.08474957676036 8.36537813287333 6.13141716319815 10.0215477321125
6 3 61 26 7.94741675694773 8.83161396160767 6.08474957676036 8.36537813287333
7 3 61 27 7.86328761914176 8.72115982264628 7.94741675694773 8.83161396160767
8 3 61 28 7.07921132909855 7.75723856991178 7.86328761914176 8.72115982264628
9 3 61 29 5.05077098522389 7.56357948356947 7.07921132909855 7.75723856991178
10 3 61 30 6.0476990107665 8.40940982137667 5.05077098522389 7.56357948356947
1 4 61 31 6.33267835454988 9.19419415463236 NA NA
2 4 61 32 5.08093099102236 8.74734340040773 6.33267835454988 9.19419415463236
3 4 61 33 4.38249615095078 8.73114687834998 5.08093099102236 8.74734340040773
4 4 61 34 4.69714202509022 8.9951763720191 4.38249615095078 8.73114687834998
5 4 61 35 6.3831554513933 9.05474205148517 4.69714202509022 8.9951763720191
6 4 61 36 6.87833095192148 8.35943590578712 6.3831554513933 9.05474205148517
7 4 61 37 7.28025424531663 6.9882996479127 6.87833095192148 8.35943590578712
8 4 61 38 6.09657885259505 6.79384943338148 7.28025424531663 6.9882996479127
9 4 61 39 6.38047546848334 7.31997121025852 6.09657885259505 6.79384943338148
10 4 61 40 6.41762820110212 8.43161697190716 6.38047546848334 7.31997121025852
1 5 61 41 6.55260562208583 8.15261038370845 NA NA
2 5 61 42 7.16048033015023 7.15747569781015 6.55260562208583 8.15261038370845
3 5 61 43 7.090843298598 7.21729847748392 7.16048033015023 7.15747569781015
4 5 61 44 5.53930367445284 6.58213218240805 7.090843298598 7.21729847748392
5 5 61 45 5.36586038556696 8.13899151682457 5.53930367445284 6.58213218240805
6 5 61 46 4.75173807446108 8.39330408704462 5.36586038556696 8.13899151682457
7 5 61 47 6.13831203428314 9.02069935788429 4.75173807446108 8.39330408704462
8 5 61 48 5.93802223306036 8.94437343804949 6.13831203428314 9.02069935788429
9 5 61 49 7.12078157974421 7.79142899636656 5.93802223306036 8.94437343804949
10 5 61 50 6.89535316941574 7.19108498888145 7.12078157974421 7.79142899636656
1 6 61 51 6.5889992068085 8.58126063433504 NA NA
2 6 61 52 6.29558341266916 7.98456843018386 6.5889992068085 8.58126063433504
3 6 61 53 5.09250166847052 8.85352379059111 6.29558341266916 7.98456843018386
4 6 61 54 4.90849771116705 9.198058783987 5.09250166847052 8.85352379059111
5 6 61 55 5.35633422348825 8.50792817202932 4.90849771116705 9.198058783987
6 6 61 56 5.05896640142725 9.73770747117603 5.35633422348825 8.50792817202932
7 6 61 57 3.51711765064319 9.09322110374108 5.05896640142725 9.73770747117603
8 6 61 58 4.19491517395018 8.62341171788048 3.51711765064319 9.09322110374108
9 6 61 59 5.08791466294423 7.81515200728931 4.19491517395018 8.62341171788048
10 6 61 60 6.0932973226197 7.52192377983882 5.08791466294423 7.81515200728931
1 1 62 1 -0.181807501514984 9.16544282706031 NA NA
2 1 62 2 1.26404579675733 9.47556096335312 -0.181807501514984 9.16544282706031
3 1 62 3 0.531810187398206 10.1956124775502 1.26404579675733 9.47556096335312
4 1 62 4 0.444419795330882 10.3388508865552 0.531810187398206 10.1956124775502
5 1 62 5 0.368955228275613 9.81291412562993 0.444419795330882 10.3388508865552
6 1 62 6 1.16492711301716 10.9714810197449 0.368955228275613 9.81291412562993
7 1 62 7 1.47131906078129 9.72185687273178 1.16492711301716 10.9714810197449
8 1 62 8 1.69848216616443 9.22167929308366 1.47131906078129 9.72185687273178
9 1 62 9 0.263354096538565 7.77170070594779 1.69848216616443 9.22167929308366
10 1 62 10 1.14225872721039 7.93595678840272 0.263354096538565 7.77170070594779
1 2 62 11 3.39842636977765 8.21322828771622 NA NA
2 2 62 12 2.10123303190797 8.90709391283352 3.39842636977765 8.21322828771622
3 2 62 13 1.90261931980276 8.61659172220514 2.10123303190797 8.90709391283352
4 2 62 14 2.82938051378488 10.2320685011006 1.90261931980276 8.61659172220514
5 2 62 15 2.90802105678731 11.0350595124516 2.82938051378488 10.2320685011006
6 2 62 16 2.9288513254704 10.8618292371584 2.90802105678731 11.0350595124516
7 2 62 17 3.65636918482976 9.0590480498005 2.9288513254704 10.8618292371584
8 2 62 18 3.62391277945158 8.96412423625472 3.65636918482976 9.0590480498005
9 2 62 19 4.73142194150567 8.30023291322574 3.62391277945158 8.96412423625472
10 2 62 20 2.51150772835989 8.40329930223034 4.73142194150567 8.30023291322574
1 3 62 21 1.58297880529562 7.83727084004514 NA NA
2 3 62 22 0.872760707567223 7.5689490442114 1.58297880529562 7.83727084004514
3 3 62 23 2.17362507150982 8.97013441520124 0.872760707567223 7.5689490442114
4 3 62 24 1.51143138284647 8.97915137703061 2.17362507150982 8.97013441520124
5 3 62 25 2.51061604907139 9.3458442918599 1.51143138284647 8.97915137703061
6 3 62 26 0.780214099521719 9.49005941513311 2.51061604907139 9.3458442918599
7 3 62 27 1.02092812339622 9.94943759531132 0.780214099521719 9.49005941513311
8 3 62 28 1.66267001556472 8.97811562642354 1.02092812339622 9.94943759531132
9 3 62 29 1.60003433967559 9.17279989402701 1.66267001556472 8.97811562642354
10 3 62 30 1.85438590805394 7.41085516930863 1.60003433967559 9.17279989402701
1 4 62 31 1.69408762246131 6.32895756167106 NA NA
2 4 62 32 2.14381805294412 6.01445910814667 1.69408762246131 6.32895756167106
3 4 62 33 2.56640985821166 4.81714253905681 2.14381805294412 6.01445910814667
4 4 62 34 1.61858606708637 6.56405610294361 2.56640985821166 4.81714253905681
5 4 62 35 1.58605919028274 7.76892098521753 1.61858606708637 6.56405610294361
6 4 62 36 1.07711957270581 7.81116356289859 1.58605919028274 7.76892098521753
7 4 62 37 1.68849527108646 8.37878917715662 1.07711957270581 7.81116356289859
8 4 62 38 1.36781096522619 9.81377294285082 1.68849527108646 8.37878917715662
9 4 62 39 2.00434310707808 10.2326544887129 1.36781096522619 9.81377294285082
10 4 62 40 1.16098280462639 9.19034247869184 2.00434310707808 10.2326544887129
1 5 62 41 1.6324029424476 8.80996567894954 NA NA
2 5 62 42 1.07844472174203 8.83382236987226 1.6324029424476 8.80996567894954
3 5 62 43 2.00242767868352 7.96433184036327 1.07844472174203 8.83382236987226
4 5 62 44 1.8533956190587 9.08910487906607 2.00242767868352 7.96433184036327
5 5 62 45 1.11732201342351 10.0165185754353 1.8533956190587 9.08910487906607
6 5 62 46 0.693638395948032 9.42854926517038 1.11732201342351 10.0165185754353
7 5 62 47 0.175693758411043 8.73444885629917 0.693638395948032 9.42854926517038
8 5 62 48 1.59497384810262 11.5048649876054 0.175693758411043 8.73444885629917
9 5 62 49 1.3811144691723 10.2192753229859 1.59497384810262 11.5048649876054
10 5 62 50 3.15720487843164 8.83676118737999 1.3811144691723 10.2192753229859
1 6 62 51 3.24143547499239 8.18668001697609 NA NA
2 6 62 52 1.43355659644092 7.85747415455163 3.24143547499239 8.18668001697609
3 6 62 53 1.03643659501689 9.61099713365457 1.43355659644092 7.85747415455163
4 6 62 54 0.206685933446131 10.3569664802408 1.03643659501689 9.61099713365457
5 6 62 55 1.9742507670646 8.60594158097785 0.206685933446131 10.3569664802408
6 6 62 56 1.39581516180038 8.12405345195922 1.9742507670646 8.60594158097785
7 6 62 57 4.5300455523451 9.06697173741716 1.39581516180038 8.12405345195922
8 6 62 58 1.7385970857122 8.5849215540113 4.5300455523451 9.06697173741716
9 6 62 59 1.40102841581258 9.39299677181862 1.7385970857122 8.5849215540113
10 6 62 60 0.934241368533058 9.92816157544626 1.40102841581258 9.39299677181862
1 1 63 1 1.23450669869376 1.74972906651038 NA NA
2 1 63 2 0.750671030211291 2.17284210173084 1.23450669869376 1.74972906651038
3 1 63 3 2.08859018394826 2.67782324694014 0.750671030211291 2.17284210173084
