"id" "day" "beep" "obs" "PA"
20 7 7 67 2
20 7 8 68 2
20 7 9 69 2
20 7 10 70 2
21 1 1 1 2
21 1 2 2 3
21 1 3 3 3
21 1 4 4 2
21 1 5 5 1
21 1 6 6 2
21 1 7 7 4
21 1 8 8 2
21 1 9 9 3
21 1 10 10 2
21 2 1 11 2
21 2 2 12 2
21 2 3 13 2
21 2 4 14 3
21 2 5 15 2
21 2 6 16 3
21 2 7 17 3
21 2 8 18 4
21 2 9 19 3
21 2 10 20 1
21 3 1 21 1
21 3 2 22 1
21 3 3 23 0
21 3 4 24 3
21 3 5 25 2
21 3 6 26 2
21 3 7 27 3
21 3 8 28 2
21 3 9 29 2
21 3 10 30 2
21 4 1 31 2
21 4 2 32 1
21 4 3 33 3
21 4 4 34 2
21 4 5 35 2
21 4 6 36 1
21 4 7 37 2
21 4 8 38 3
21 4 9 39 3
21 4 10 40 3
21 5 1 41 2
21 5 2 42 1
21 5 3 43 1
21 5 4 44 2
21 5 5 45 2
21 5 6 46 2
21 5 7 47 1
21 5 8 48 1
21 5 9 49 2
21 5 10 50 2
21 6 1 51 1
21 6 2 52 2
21 6 3 53 2
21 6 4 54 3
21 6 5 55 1
21 6 6 56 1
21 6 7 57 2
21 6 8 58 2
21 6 9 59 3
21 6 10 60 2
21 7 1 61 1
21 7 2 62 2
21 7 3 63 2
21 7 4 64 2
21 7 5 65 3
21 7 6 66 2
21 7 7 67 2
21 7 8 68 2
21 7 9 69 1
21 7 10 70 3
22 1 1 1 1
22 1 2 2 4
22 1 3 3 2
22 1 4 4 2
22 1 5 5 2
22 1 6 6 3
22 1 7 7 2
22 1 8 8 2
22 1 9 9 1
22 1 10 10 1
22 2 1 11 2
22 2 2 12 3
22 2 3 13 2
22 2 4 14 2
22 2 5 15 3
22 2 6 16 3
22 2 7 17 2
22 2 8 18 2
22 2 9 19 3
22 2 10 20 2
22 3 1 21 2
22 3 2 22 3
22 3 3 23 2
22 3 4 24 2
22 3 5 25 2
22 3 6 26 2
22 3 7 27 2
22 3 8 28 2
22 3 9 29 2
22 3 10 30 1
22 4 1 31 2
22 4 2 32 1
22 4 3 33 1
22 4 4 34 1
22 4 5 35 2
22 4 6 36 2
22 4 7 37 2
22 4 8 38 2
22 4 9 39 2
22 4 10 40 1
22 5 1 41 1
22 5 2 42 2
22 5 3 43 3
22 5 4 44 2
22 5 5 45 1
22 5 6 46 2
22 5 7 47 2
22 5 8 48 1
22 5 9 49 2
22 5 10 50 3
22 6 1 51 3
22 6 2 52 2
22 6 3 53 2
22 6 4 54 1
22 6 5 55 1
22 6 6 56 3
22 6 7 57 3
22 6 8 58 2
22 6 9 59 1
22 6 10 60 1
22 7 1 61 3
22 7 2 62 2
22 7 3 63 1
22 7 4 64 2
22 7 5 65 1
22 7 6 66 2
22 7 7 67 2
22 7 8 68 1
22 7 9 69 2
22 7 10 70 2
23 1 1 1 1
23 1 2 2 2
23 1 3 3 1
23 1 4 4 1
23 1 5 5 2
23 1 6 6 2
23 1 7 7 2
23 1 8 8 3
23 1 9 9 1
23 1 10 10 3
23 2 1 11 4
23 2 2 12 3
23 2 3 13 3
23 2 4 14 2
23 2 5 15 3
23 2 6 16 2
23 2 7 17 3
23 2 8 18 2
23 2 9 19 3
23 2 10 20 3
23 3 1 21 3
23 3 2 22 4
23 3 3 23 2
23 3 4 24 3
23 3 5 25 1
23 3 6 26 2
23 3 7 27 3
23 3 8 28 2
23 3 9 29 2
23 3 10 30 2
23 4 1 31 2
23 4 2 32 2
23 4 3 33 2
23 4 4 34 1
23 4 5 35 2
23 4 6 36 2
23 4 7 37 2
23 4 8 38 2
23 4 9 39 3
23 4 10 40 3
23 5 1 41 0
23 5 2 42 3
23 5 3 43 1
23 5 4 44 2
23 5 5 45 1
23 5 6 46 2
23 5 7 47 3
23 5 8 48 2
23 5 9 49 2
23 5 10 50 1
23 6 1 51 3
23 6 2 52 3
23 6 3 53 3
23 6 4 54 2
23 6 5 55 3
23 6 6 56 1
23 6 7 57 4
23 6 8 58 2
23 6 9 59 3
23 6 10 60 3
23 7 1 61 1
23 7 2 62 3
23 7 3 63 2
23 7 4 64 3
23 7 5 65 2
23 7 6 66 3
23 7 7 67 2
23 7 8 68 3
23 7 9 69 2
23 7 10 70 3
24 1 1 1 2
24 1 2 2 2
24 1 3 3 1
24 1 4 4 2
24 1 5 5 1
24 1 6 6 2
24 1 7 7 1
24 1 8 8 3
24 1 9 9 2
24 1 10 10 2
24 2 1 11 3
24 2 2 12 2
24 2 3 13 2
24 2 4 14 2
24 2 5 15 2
24 2 6 16 1
24 2 7 17 1
24 2 8 18 1
24 2 9 19 1
24 2 10 20 2
24 3 1 21 2
24 3 2 22 1
24 3 3 23 3
24 3 4 24 2
24 3 5 25 3
24 3 6 26 3
24 3 7 27 1
24 3 8 28 2
24 3 9 29 1
24 3 10 30 2
24 4 1 31 3
24 4 2 32 1
24 4 3 33 1
24 4 4 34 2
24 4 5 35 1
24 4 6 36 3
24 4 7 37 2
24 4 8 38 0
24 4 9 39 2
24 4 10 40 2
24 5 1 41 0
24 5 2 42 2
24 5 3 43 1
24 5 4 44 1
24 5 5 45 2
24 5 6 46 2
24 5 7 47 3
24 5 8 48 0
24 5 9 49 2
24 5 10 50 1
24 6 1 51 2
24 6 2 52 2
24 6 3 53 3
24 6 4 54 0
24 6 5 55 2
24 6 6 56 2
24 6 7 57 2
24 6 8 58 1
24 6 9 59 2
24 6 10 60 1
24 7 1 61 2
24 7 2 62 2
24 7 3 63 1
24 7 4 64 2
24 7 5 65 3
24 7 6 66 3
24 7 7 67 3
24 7 8 68 2
24 7 9 69 2
24 7 10 70 2
25 1 1 1 1
25 1 2 2 2
25 1 3 3 1
25 1 4 4 1
25 1 5 5 2
25 1 6 6 1
25 1 7 7 2
25 1 8 8 1
25 1 9 9 2
25 1 10 10 2
25 2 1 11 3
25 2 2 12 1
25 2 3 13 3
25 2 4 14 3
25 2 5 15 2
25 2 6 16 2
25 2 7 17 2
25 2 8 18 2
25 2 9 19 2
25 2 10 20 2
25 3 1 21 3
25 3 2 22 2
25 3 3 23 3
25 3 4 24 2
25 3 5 25 1
25 3 6 26 2
25 3 7 27 2
25 3 8 28 3
25 3 9 29 2
25 3 10 30 1
25 4 1 31 2
25 4 2 32 1
25 4 3 33 1
25 4 4 34 1
25 4 5 35 2
25 4 6 36 3
25 4 7 37 2
25 4 8 38 2
25 4 9 39 2
25 4 10 40 3
25 5 1 41 1
25 5 2 42 1
25 5 3 43 2
25 5 4 44 1
25 5 5 45 3
25 5 6 46 0
25 5 7 47 2
25 5 8 48 1
25 5 9 49 1
25 5 10 50 2
25 6 1 51 3
25 6 2 52 3
25 6 3 53 2
25 6 4 54 2
25 6 5 55 2
25 6 6 56 3
25 6 7 57 0
25 6 8 58 2
25 6 9 59 2
25 6 10 60 2
25 7 1 61 1
25 7 2 62 2
25 7 3 63 1
25 7 4 64 2
25 7 5 65 1
25 7 6 66 2
25 7 7 67 2
25 7 8 68 2
25 7 9 69 1
25 7 10 70 2
26 1 1 1 1
26 1 2 2 0
26 1 3 3 1
26 1 4 4 1
26 1 5 5 1
26 1 6 6 2
26 1 7 7 2
26 1 8 8 2
26 1 9 9 2
26 1 10 10 1
26 2 1 11 3
26 2 2 12 2
26 2 3 13 1
26 2 4 14 2
26 2 5 15 1
26 2 6 16 3
26 2 7 17 2
26 2 8 18 2
26 2 9 19 1
26 2 10 20 1
26 3 1 21 3
26 3 2 22 3
26 3 3 23 3
26 3 4 24 2
26 3 5 25 3
26 3 6 26 3
26 3 7 27 3
26 3 8 28 3
26 3 9 29 2
26 3 10 30 2
26 4 1 31 2
26 4 2 32 2
26 4 3 33 2
26 4 4 34 3
26 4 5 35 0
26 4 6 36 1
26 4 7 37 2
26 4 8 38 1
26 4 9 39 3
26 4 10 40 2
26 5 1 41 1
26 5 2 42 1
26 5 3 43 2
26 5 4 44 3
26 5 5 45 2
26 5 6 46 2
26 5 7 47 1
26 5 8 48 3
26 5 9 49 2
26 5 10 50 0
26 6 1 51 1
26 6 2 52 2
26 6 3 53 1
26 6 4 54 2
26 6 5 55 1
26 6 6 56 2
26 6 7 57 2
26 6 8 58 2
26 6 9 59 2
26 6 10 60 3
26 7 1 61 1
26 7 2 62 0
26 7 3 63 2
26 7 4 64 2
26 7 5 65 1
26 7 6 66 2
26 7 7 67 2
26 7 8 68 2
26 7 9 69 2
26 7 10 70 1
27 1 1 1 1
27 1 2 2 2
27 1 3 3 2
27 1 4 4 1
27 1 5 5 1
27 1 6 6 3
27 1 7 7 2
27 1 8 8 1
27 1 9 9 2
27 1 10 10 1
27 2 1 11 2
27 2 2 12 1
27 2 3 13 1
27 2 4 14 1
27 2 5 15 2
27 2 6 16 1
27 2 7 17 1
27 2 8 18 1
27 2 9 19 1
27 2 10 20 1
27 3 1 21 1
27 3 2 22 0
27 3 3 23 0
27 3 4 24 3
27 3 5 25 2
27 3 6 26 1
27 3 7 27 1
27 3 8 28 2
27 3 9 29 1
27 3 10 30 1
27 4 1 31 1
27 4 2 32 1
27 4 3 33 2
27 4 4 34 2
27 4 5 35 2
27 4 6 36 1
27 4 7 37 1
27 4 8 38 1
27 4 9 39 1
27 4 10 40 2
27 5 1 41 1
27 5 2 42 0
27 5 3 43 1
27 5 4 44 0
27 5 5 45 2
27 5 6 46 3
27 5 7 47 1
27 5 8 48 1
27 5 9 49 1
27 5 10 50 3
27 6 1 51 0
27 6 2 52 1
27 6 3 53 1
27 6 4 54 1
27 6 5 55 1
27 6 6 56 1
27 6 7 57 3
27 6 8 58 2
27 6 9 59 3
27 6 10 60 2
27 7 1 61 1
27 7 2 62 1
27 7 3 63 2
27 7 4 64 1
27 7 5 65 2
27 7 6 66 2
27 7 7 67 2
27 7 8 68 1
27 7 9 69 1
27 7 10 70 1
28 1 1 1 2
28 1 2 2 2
28 1 3 3 2
28 1 4 4 2
28 1 5 5 3
28 1 6 6 3
28 1 7 7 1
28 1 8 8 2
28 1 9 9 1
28 1 10 10 2
28 2 1 11 2
28 2 2 12 2
28 2 3 13 1
28 2 4 14 3
28 2 5 15 2
28 2 6 16 1
28 2 7 17 2
28 2 8 18 2
28 2 9 19 3
28 2 10 20 1
28 3 1 21 4
28 3 2 22 1
28 3 3 23 2
28 3 4 24 0
28 3 5 25 1
28 3 6 26 2
28 3 7 27 2
28 3 8 28 2
28 3 9 29 2
28 3 10 30 1
28 4 1 31 1
28 4 2 32 2
28 4 3 33 2
28 4 4 34 3
28 4 5 35 2
28 4 6 36 2
28 4 7 37 2
28 4 8 38 2
28 4 9 39 3
28 4 10 40 1
28 5 1 41 1
28 5 2 42 2
28 5 3 43 1
28 5 4 44 1
28 5 5 45 2
28 5 6 46 2
28 5 7 47 2
28 5 8 48 1
28 5 9 49 3
28 5 10 50 1
28 6 1 51 1
28 6 2 52 0
28 6 3 53 2
28 6 4 54 2
28 6 5 55 2
28 6 6 56 1
28 6 7 57 3
28 6 8 58 2
28 6 9 59 1
28 6 10 60 1
28 7 1 61 3
28 7 2 62 2
28 7 3 63 2
28 7 4 64 2
28 7 5 65 1
28 7 6 66 2
28 7 7 67 2
28 7 8 68 2
28 7 9 69 1
28 7 10 70 3
29 1 1 1 3
29 1 2 2 1
29 1 3 3 2
29 1 4 4 2
29 1 5 5 3
29 1 6 6 2
29 1 7 7 1
29 1 8 8 2
29 1 9 9 1
29 1 10 10 1
29 2 1 11 3
29 2 2 12 1
29 2 3 13 1
29 2 4 14 2
29 2 5 15 2
29 2 6 16 1
29 2 7 17 2
29 2 8 18 1
29 2 9 19 2
29 2 10 20 2
29 3 1 21 3
29 3 2 22 2
29 3 3 23 2
29 3 4 24 3
29 3 5 25 3
29 3 6 26 3
29 3 7 27 3
29 3 8 28 3
29 3 9 29 3
29 3 10 30 2
29 4 1 31 2
29 4 2 32 4
29 4 3 33 2
29 4 4 34 3
29 4 5 35 2
29 4 6 36 4
29 4 7 37 2
29 4 8 38 2
29 4 9 39 3
29 4 10 40 3
29 5 1 41 3
29 5 2 42 2
29 5 3 43 2
29 5 4 44 4
29 5 5 45 1
29 5 6 46 1
29 5 7 47 1
29 5 8 48 3
29 5 9 49 2
29 5 10 50 2
29 6 1 51 3
29 6 2 52 2
29 6 3 53 4
29 6 4 54 1
29 6 5 55 3
29 6 6 56 2
29 6 7 57 2
29 6 8 58 2
29 6 9 59 3
29 6 10 60 3
29 7 1 61 1
29 7 2 62 5
29 7 3 63 4
29 7 4 64 2
29 7 5 65 2
29 7 6 66 2
29 7 7 67 2
29 7 8 68 3
29 7 9 69 2
29 7 10 70 3
30 1 1 1 2
30 1 2 2 0
30 1 3 3 1
30 1 4 4 1
30 1 5 5 1
30 1 6 6 2
30 1 7 7 1
30 1 8 8 1
30 1 9 9 2
30 1 10 10 2
30 2 1 11 1
30 2 2 12 1
30 2 3 13 0
30 2 4 14 1
30 2 5 15 3
30 2 6 16 1
30 2 7 17 2
30 2 8 18 1
30 2 9 19 2
30 2 10 20 1
30 3 1 21 2
30 3 2 22 1
30 3 3 23 0
30 3 4 24 2
30 3 5 25 1
30 3 6 26 2
30 3 7 27 1
30 3 8 28 2
30 3 9 29 2
30 3 10 30 1
30 4 1 31 2
30 4 2 32 1
30 4 3 33 3
30 4 4 34 2
30 4 5 35 0
30 4 6 36 1
30 4 7 37 0
30 4 8 38 0
30 4 9 39 2
30 4 10 40 2
30 5 1 41 1
30 5 2 42 0
30 5 3 43 1
30 5 4 44 0
30 5 5 45 2
30 5 6 46 2
30 5 7 47 0
30 5 8 48 1
30 5 9 49 2
30 5 10 50 1
30 6 1 51 2
30 6 2 52 2
30 6 3 53 2
30 6 4 54 2
30 6 5 55 2
30 6 6 56 1
30 6 7 57 1
30 6 8 58 2
30 6 9 59 1
30 6 10 60 0
30 7 1 61 1
30 7 2 62 2
30 7 3 63 2
30 7 4 64 1
30 7 5 65 2
30 7 6 66 2
30 7 7 67 2
30 7 8 68 3
30 7 9 69 1
30 7 10 70 1
31 1 1 1 1
31 1 2 2 0
31 1 3 3 2
31 1 4 4 1
31 1 5 5 3
31 1 6 6 0
31 1 7 7 3
31 1 8 8 2
31 1 9 9 2
31 1 10 10 2
31 2 1 11 1
31 2 2 12 2
31 2 3 13 1
31 2 4 14 2
31 2 5 15 2
31 2 6 16 2
31 2 7 17 1
31 2 8 18 1
31 2 9 19 2
31 2 10 20 2
31 3 1 21 2
31 3 2 22 2
31 3 3 23 1
31 3 4 24 2
31 3 5 25 1
31 3 6 26 2
31 3 7 27 1
31 3 8 28 2
31 3 9 29 0
31 3 10 30 2
31 4 1 31 1
31 4 2 32 2
31 4 3 33 1
31 4 4 34 1
31 4 5 35 1
31 4 6 36 2
31 4 7 37 1
31 4 8 38 1
31 4 9 39 3
31 4 10 40 3
31 5 1 41 2
31 5 2 42 0
31 5 3 43 2
31 5 4 44 0
31 5 5 45 1
31 5 6 46 2
31 5 7 47 1
31 5 8 48 1
31 5 9 49 1
31 5 10 50 2
31 6 1 51 2
31 6 2 52 0
31 6 3 53 1
31 6 4 54 2
31 6 5 55 2
31 6 6 56 1
31 6 7 57 1
31 6 8 58 0
31 6 9 59 1
31 6 10 60 1
31 7 1 61 1
31 7 2 62 2
31 7 3 63 2
31 7 4 64 1
31 7 5 65 2
31 7 6 66 2
31 7 7 67 2
31 7 8 68 2
31 7 9 69 1
31 7 10 70 2
32 1 1 1 1
32 1 2 2 2
32 1 3 3 1
32 1 4 4 1
32 1 5 5 1
32 1 6 6 1
32 1 7 7 1
32 1 8 8 1
32 1 9 9 1
32 1 10 10 1
32 2 1 11 1
32 2 2 12 2
32 2 3 13 2
32 2 4 14 1
32 2 5 15 1
32 2 6 16 4
32 2 7 17 2
32 2 8 18 2
32 2 9 19 2
32 2 10 20 2
32 3 1 21 2
32 3 2 22 1
32 3 3 23 1
32 3 4 24 1
32 3 5 25 2
32 3 6 26 1
32 3 7 27 2
32 3 8 28 2
32 3 9 29 1
32 3 10 30 2
32 4 1 31 2
32 4 2 32 2
32 4 3 33 2
32 4 4 34 1
32 4 5 35 2
32 4 6 36 1
32 4 7 37 1
32 4 8 38 2
32 4 9 39 2
32 4 10 40 1
32 5 1 41 2
32 5 2 42 0
32 5 3 43 1
32 5 4 44 3
32 5 5 45 1
32 5 6 46 1
32 5 7 47 2
32 5 8 48 2
32 5 9 49 3
32 5 10 50 4
32 6 1 51 2
32 6 2 52 2
32 6 3 53 3
32 6 4 54 2
32 6 5 55 2
32 6 6 56 2
32 6 7 57 1
32 6 8 58 1
32 6 9 59 3
32 6 10 60 1
32 7 1 61 2
32 7 2 62 1
32 7 3 63 2
32 7 4 64 2
32 7 5 65 2
32 7 6 66 2
32 7 7 67 3
32 7 8 68 2
32 7 9 69 1
32 7 10 70 2
33 1 1 1 1
33 1 2 2 2
33 1 3 3 1
33 1 4 4 3
33 1 5 5 0
33 1 6 6 2
33 1 7 7 2
33 1 8 8 3
33 1 9 9 2
33 1 10 10 2
33 2 1 11 2
33 2 2 12 2
33 2 3 13 2
33 2 4 14 3
33 2 5 15 3
33 2 6 16 2
33 2 7 17 3
33 2 8 18 2
33 2 9 19 2
33 2 10 20 3
33 3 1 21 2
33 3 2 22 2
33 3 3 23 1
33 3 4 24 2
33 3 5 25 2
33 3 6 26 1
33 3 7 27 3
33 3 8 28 1
33 3 9 29 1
33 3 10 30 3
33 4 1 31 2
33 4 2 32 3
33 4 3 33 2
33 4 4 34 2
33 4 5 35 2
33 4 6 36 1
33 4 7 37 2
33 4 8 38 2
33 4 9 39 3
33 4 10 40 2
33 5 1 41 2
33 5 2 42 1
33 5 3 43 2
33 5 4 44 1
33 5 5 45 0
33 5 6 46 3
33 5 7 47 3
33 5 8 48 2
33 5 9 49 0
33 5 10 50 3
33 6 1 51 2
33 6 2 52 2
33 6 3 53 2
33 6 4 54 3
33 6 5 55 2
33 6 6 56 3
33 6 7 57 3
33 6 8 58 3
33 6 9 59 2
33 6 10 60 2
33 7 1 61 1
33 7 2 62 2
33 7 3 63 2
33 7 4 64 2
33 7 5 65 1
33 7 6 66 2
33 7 7 67 3
33 7 8 68 1
33 7 9 69 2
33 7 10 70 1
34 1 1 1 2
34 1 2 2 2
34 1 3 3 2
34 1 4 4 2
34 1 5 5 2
34 1 6 6 2
34 1 7 7 3
34 1 8 8 2
34 1 9 9 2
34 1 10 10 2
34 2 1 11 1
34 2 2 12 1
34 2 3 13 2
34 2 4 14 2
34 2 5 15 1
34 2 6 16 4
34 2 7 17 3
34 2 8 18 4
34 2 9 19 3
34 2 10 20 2
34 3 1 21 2
34 3 2 22 2
34 3 3 23 2
34 3 4 24 3
34 3 5 25 3
34 3 6 26 3
34 3 7 27 2
34 3 8 28 1
34 3 9 29 3
34 3 10 30 2
34 4 1 31 2
34 4 2 32 4
34 4 3 33 3
34 4 4 34 2
34 4 5 35 1
34 4 6 36 2
34 4 7 37 3
34 4 8 38 3
34 4 9 39 3
34 4 10 40 3
34 5 1 41 2
34 5 2 42 2
34 5 3 43 2
34 5 4 44 3
34 5 5 45 2
34 5 6 46 3
34 5 7 47 1
34 5 8 48 1
34 5 9 49 2
34 5 10 50 3
34 6 1 51 2
34 6 2 52 2
34 6 3 53 0
34 6 4 54 3
34 6 5 55 2
34 6 6 56 3
34 6 7 57 3
34 6 8 58 2
34 6 9 59 3
34 6 10 60 2
34 7 1 61 2
34 7 2 62 1
34 7 3 63 2
34 7 4 64 3
34 7 5 65 3
34 7 6 66 1
34 7 7 67 3
34 7 8 68 2
34 7 9 69 3
34 7 10 70 2
35 1 1 1 1
35 1 2 2 2
35 1 3 3 2
35 1 4 4 2
35 1 5 5 2
35 1 6 6 2
35 1 7 7 2
35 1 8 8 1
35 1 9 9 2
35 1 10 10 2
35 2 1 11 2
35 2 2 12 2
35 2 3 13 2
35 2 4 14 2
35 2 5 15 1
35 2 6 16 1
35 2 7 17 1
35 2 8 18 1
35 2 9 19 1
35 2 10 20 2
35 3 1 21 0
35 3 2 22 1
35 3 3 23 1
35 3 4 24 1
35 3 5 25 1
35 3 6 26 2
35 3 7 27 0
35 3 8 28 1
35 3 9 29 2
35 3 10 30 1
35 4 1 31 1
35 4 2 32 1
35 4 3 33 1
35 4 4 34 2
35 4 5 35 0
35 4 6 36 1
35 4 7 37 1
35 4 8 38 1
35 4 9 39 2
35 4 10 40 2
35 5 1 41 2
35 5 2 42 0
35 5 3 43 1
35 5 4 44 1
35 5 5 45 1
35 5 6 46 2
35 5 7 47 1
35 5 8 48 1
35 5 9 49 1
35 5 10 50 1
35 6 1 51 1
35 6 2 52 1
35 6 3 53 2
35 6 4 54 2
35 6 5 55 1
35 6 6 56 0
35 6 7 57 1
35 6 8 58 2
35 6 9 59 2
35 6 10 60 1
35 7 1 61 1
35 7 2 62 2
35 7 3 63 1
35 7 4 64 1
35 7 5 65 2
35 7 6 66 1
35 7 7 67 1
35 7 8 68 1
35 7 9 69 1
35 7 10 70 2
36 1 1 1 3
36 1 2 2 3
36 1 3 3 3
36 1 4 4 2
36 1 5 5 2
36 1 6 6 2
36 1 7 7 1
36 1 8 8 2
36 1 9 9 3
36 1 10 10 3
36 2 1 11 3
36 2 2 12 2
36 2 3 13 3
36 2 4 14 3
36 2 5 15 2
36 2 6 16 3
36 2 7 17 2
36 2 8 18 3
36 2 9 19 0
36 2 10 20 3
36 3 1 21 3
36 3 2 22 3
36 3 3 23 0
36 3 4 24 2
36 3 5 25 2
36 3 6 26 2
36 3 7 27 0
36 3 8 28 2
36 3 9 29 2
36 3 10 30 2
36 4 1 31 2
36 4 2 32 2
36 4 3 33 3
36 4 4 34 3
36 4 5 35 2
36 4 6 36 3
36 4 7 37 2
36 4 8 38 3
36 4 9 39 2
36 4 10 40 2
36 5 1 41 3
36 5 2 42 3
36 5 3 43 3
36 5 4 44 2
36 5 5 45 3
36 5 6 46 1
36 5 7 47 3
36 5 8 48 3
36 5 9 49 2
36 5 10 50 2
36 6 1 51 3
36 6 2 52 4
36 6 3 53 2
36 6 4 54 3
36 6 5 55 2
36 6 6 56 4
36 6 7 57 2
36 6 8 58 3
36 6 9 59 3
36 6 10 60 2
36 7 1 61 2
36 7 2 62 2
36 7 3 63 2
36 7 4 64 4
36 7 5 65 1
36 7 6 66 2
36 7 7 67 3
36 7 8 68 2
36 7 9 69 2
36 7 10 70 4
37 1 1 1 0
37 1 2 2 1
37 1 3 3 0
37 1 4 4 2
37 1 5 5 0
37 1 6 6 1
37 1 7 7 1
37 1 8 8 1
37 1 9 9 2
37 1 10 10 1
37 2 1 11 1
37 2 2 12 0
37 2 3 13 1
37 2 4 14 2
37 2 5 15 0
37 2 6 16 1
37 2 7 17 1
37 2 8 18 0
37 2 9 19 0
37 2 10 20 2
37 3 1 21 2
37 3 2 22 0
37 3 3 23 0
37 3 4 24 1
37 3 5 25 1
37 3 6 26 1
37 3 7 27 2
37 3 8 28 1
37 3 9 29 0
37 3 10 30 2
37 4 1 31 1
37 4 2 32 1
37 4 3 33 1
37 4 4 34 1
37 4 5 35 1
37 4 6 36 2
37 4 7 37 2
37 4 8 38 2
37 4 9 39 1
37 4 10 40 1
37 5 1 41 0
37 5 2 42 1
37 5 3 43 1
37 5 4 44 2
37 5 5 45 1
37 5 6 46 0
37 5 7 47 1
37 5 8 48 0
37 5 9 49 1
37 5 10 50 2
37 6 1 51 2
37 6 2 52 0
37 6 3 53 1
37 6 4 54 0
37 6 5 55 2
37 6 6 56 0
37 6 7 57 0
37 6 8 58 1
37 6 9 59 0
37 6 10 60 1
37 7 1 61 1
37 7 2 62 2
37 7 3 63 1
37 7 4 64 1
37 7 5 65 1
37 7 6 66 2
37 7 7 67 2
37 7 8 68 2
37 7 9 69 2
37 7 10 70 0
38 1 1 1 2
38 1 2 2 2
38 1 3 3 1
38 1 4 4 1
38 1 5 5 0
38 1 6 6 1
38 1 7 7 1
38 1 8 8 0
38 1 9 9 0
38 1 10 10 1
38 2 1 11 1
38 2 2 12 1
38 2 3 13 2
38 2 4 14 1
38 2 5 15 1
38 2 6 16 2
38 2 7 17 1
38 2 8 18 2
38 2 9 19 2
38 2 10 20 2
38 3 1 21 1
38 3 2 22 0
38 3 3 23 2
38 3 4 24 2
38 3 5 25 3
38 3 6 26 3
38 3 7 27 1
38 3 8 28 1
38 3 9 29 2
38 3 10 30 3
38 4 1 31 0
38 4 2 32 1
38 4 3 33 2
38 4 4 34 2
38 4 5 35 1
38 4 6 36 0
38 4 7 37 1
38 4 8 38 2
38 4 9 39 3
38 4 10 40 1
38 5 1 41 1
38 5 2 42 1
38 5 3 43 1
38 5 4 44 1
38 5 5 45 2
38 5 6 46 2
38 5 7 47 1
38 5 8 48 2
38 5 9 49 1
38 5 10 50 2
38 6 1 51 1
38 6 2 52 2
38 6 3 53 1
38 6 4 54 1
38 6 5 55 2
38 6 6 56 2
38 6 7 57 1
38 6 8 58 1
38 6 9 59 2
38 6 10 60 1
38 7 1 61 1
38 7 2 62 2
38 7 3 63 0
38 7 4 64 1
38 7 5 65 1
38 7 6 66 0
38 7 7 67 2
38 7 8 68 2
38 7 9 69 2
38 7 10 70 1
39 1 1 1 2
39 1 2 2 2
39 1 3 3 2
39 1 4 4 2
39 1 5 5 3
39 1 6 6 2
39 1 7 7 2
39 1 8 8 0
39 1 9 9 2
39 1 10 10 1
39 2 1 11 3
39 2 2 12 3
39 2 3 13 1
39 2 4 14 3
39 2 5 15 2
39 2 6 16 2
39 2 7 17 3
39 2 8 18 3
39 2 9 19 2
39 2 10 20 3
39 3 1 21 2
39 3 2 22 3
39 3 3 23 1
39 3 4 24 3
39 3 5 25 3
39 3 6 26 0
39 3 7 27 2
39 3 8 28 2
39 3 9 29 2
39 3 10 30 2
39 4 1 31 3
39 4 2 32 3
39 4 3 33 3
39 4 4 34 2
39 4 5 35 2
39 4 6 36 2
39 4 7 37 2
39 4 8 38 2
39 4 9 39 2
39 4 10 40 3
39 5 1 41 1
39 5 2 42 1
39 5 3 43 2
39 5 4 44 2
39 5 5 45 3
39 5 6 46 2
39 5 7 47 2
39 5 8 48 2
39 5 9 49 1
39 5 10 50 1
39 6 1 51 1
39 6 2 52 2
39 6 3 53 2
39 6 4 54 3
39 6 5 55 3
39 6 6 56 2
39 6 7 57 2
39 6 8 58 2
39 6 9 59 2
39 6 10 60 2
39 7 1 61 2
39 7 2 62 1
39 7 3 63 1
39 7 4 64 1
39 7 5 65 3
39 7 6 66 2
39 7 7 67 2
39 7 8 68 1
39 7 9 69 2
39 7 10 70 2
40 1 1 1 2
40 1 2 2 2
40 1 3 3 3
40 1 4 4 2
40 1 5 5 2
40 1 6 6 4
40 1 7 7 3
40 1 8 8 3
40 1 9 9 2
40 1 10 10 3
40 2 1 11 2
40 2 2 12 3
40 2 3 13 3
40 2 4 14 2
40 2 5 15 2
40 2 6 16 3
40 2 7 17 3
40 2 8 18 2
40 2 9 19 2
40 2 10 20 3
40 3 1 21 3
40 3 2 22 3
40 3 3 23 2
40 3 4 24 3
40 3 5 25 1
40 3 6 26 2
40 3 7 27 1
40 3 8 28 3
40 3 9 29 3
40 3 10 30 1
40 4 1 31 2
40 4 2 32 2
40 4 3 33 3
40 4 4 34 1
40 4 5 35 3
40 4 6 36 2
40 4 7 37 2
40 4 8 38 2
40 4 9 39 2
40 4 10 40 2
40 5 1 41 2
40 5 2 42 2
40 5 3 43 2
40 5 4 44 2
40 5 5 45 3
40 5 6 46 4
40 5 7 47 3
40 5 8 48 2
40 5 9 49 2
40 5 10 50 2
40 6 1 51 3
40 6 2 52 3
40 6 3 53 2
40 6 4 54 2
40 6 5 55 3
40 6 6 56 2
40 6 7 57 3
40 6 8 58 3
40 6 9 59 3
40 6 10 60 3
40 7 1 61 1
40 7 2 62 3
40 7 3 63 3
40 7 4 64 2
